"","Subject","Group","Block","ColorTMS.Block.","Confidence.RESP.Block.","correctResponseButton","correctRT.Block.","GrayTMS.Block.","leftStimulus.Block.","Number.Block.","NumberResponse.Block.","PracticeList","PracticeList.Cycle","PracticeList.Sample","Reaction.RT.Block.","Response.RESP.Block.","ResponseAccuracy.Block.","responseHand","rightStimulus.Block.","Running.Block.","StimulusColor.Block.","TMS","Trial","Hemisphere","Procedure.Trial.","Running.Trial.","SubTrial","CenterColorList","CenterColorList.Cycle","CenterColorList.Sample","LeftColorList","LeftColorList.Cycle","LeftColorList.Sample","Procedure.SubTrial.","RightColorList","RightColorList.Cycle","RightColorList.Sample","Running.SubTrial.","StimulusColor.SubTrial.","VariOhje","VariOhje2","LogLevel5","CenterTrialList","CenterTrialList.Cycle","CenterTrialList.Sample","ColorTMS.LogLevel5.","Confidence.RESP.LogLevel5.","correctRT.LogLevel5.","GrayTMS.LogLevel5.","leftStimulus.LogLevel5.","LeftTrialList","LeftTrialList.Cycle","LeftTrialList.Sample","Number.LogLevel5.","NumberResponse.LogLevel5.","Procedure.LogLevel5.","Reaction.RT.LogLevel5.","Response.RESP.LogLevel5.","ResponseAccuracy.LogLevel5.","rightStimulus.LogLevel5.","RightTrialList","RightTrialList.Cycle","RightTrialList.Sample","Running.LogLevel5.","virhe","expTrial","virhe.edellinen"
"6681","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",21,NA,NA,NA,0,4,249,1,0,NA,NA,NA,"1",1,"RightTrialProc",232,1,1,1,2,4,201,"RightTrialList",0,1,0
"6683","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",23,NA,NA,NA,0,4,355,1,0,NA,NA,NA,"1",1,"RightTrialProc",338,1,1,1,2,4,203,"RightTrialList",0,1,0
"6684","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",24,NA,NA,NA,1,4,307,0,1,NA,NA,NA,"2",1,"RightTrialProc",290,1,0,1,3,4,204,"RightTrialList",0,1,0
"6685","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",25,NA,NA,NA,0,4,251,1,0,NA,NA,NA,"1",1,"RightTrialProc",234,1,1,1,2,4,205,"RightTrialList",0,1,0
"6686","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",26,NA,NA,NA,0,4,281,1,0,NA,NA,NA,"1",1,"RightTrialProc",264,1,1,1,2,4,206,"RightTrialList",0,1,0
"6690","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",30,NA,NA,NA,0,4,235,1,0,NA,NA,NA,"1",1,"RightTrialProc",218,1,1,1,2,4,210,"RightTrialList",0,1,0
"6693","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",33,NA,NA,NA,0,4,254,1,0,NA,NA,NA,"1",1,"RightTrialProc",237,1,1,1,2,4,213,"RightTrialList",0,1,1
"6694","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",34,NA,NA,NA,1,4,246,0,1,NA,NA,NA,"2",1,"RightTrialProc",229,1,0,1,3,4,214,"RightTrialList",0,1,0
"6698","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",38,NA,NA,NA,0,4,290,1,0,NA,NA,NA,"1",1,"RightTrialProc",273,1,1,1,2,4,218,"RightTrialList",0,1,1
"6699","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",39,NA,NA,NA,0,4,352,1,0,NA,NA,NA,"1",1,"RightTrialProc",335,1,1,1,2,4,219,"RightTrialList",0,1,0
"6702","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",42,NA,NA,NA,0,4,445,1,0,NA,NA,NA,"1",1,"RightTrialProc",428,1,1,1,2,4,222,"RightTrialList",0,1,1
"6704","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",44,NA,NA,NA,0,4,269,1,0,NA,NA,NA,"1",1,"RightTrialProc",252,1,1,1,2,4,224,"RightTrialList",0,1,0
"6706","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",46,NA,NA,NA,0,4,355,1,0,NA,NA,NA,"1",1,"RightTrialProc",338,1,1,1,2,4,226,"RightTrialList",0,1,0
"6711","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",51,NA,NA,NA,0,4,357,1,0,NA,NA,NA,"1",1,"RightTrialProc",340,1,1,1,2,4,231,"RightTrialList",0,1,0
"6715","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",55,NA,NA,NA,0,4,390,1,0,NA,NA,NA,"1",1,"RightTrialProc",373,1,1,1,2,4,235,"RightTrialList",0,1,0
"6716","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",56,NA,NA,NA,0,4,367,1,0,NA,NA,NA,"1",1,"RightTrialProc",350,1,1,1,2,4,236,"RightTrialList",0,1,0
"6720","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,2,"Right","RightHemiProc","HemiList",2,NA,NA,NA,NA,NA,NA,"RightColorProc",2,2,4,"RightColorList","Blue","SINISEN","sini",60,NA,NA,NA,0,4,437,1,0,NA,NA,NA,"1",1,"RightTrialProc",421,1,1,1,2,4,240,"RightTrialList",0,1,0
"6722","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",2,NA,NA,NA,0,4,206,1,1,1,3,122,"1",1,"LeftTrialProc",189,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6726","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",6,NA,NA,NA,0,4,237,1,1,1,3,126,"1",1,"LeftTrialProc",220,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6727","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",7,NA,NA,NA,0,4,268,1,1,1,3,127,"1",1,"LeftTrialProc",251,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6735","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",15,NA,NA,NA,0,4,418,1,1,1,3,135,"1",1,"LeftTrialProc",401,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6739","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",19,NA,NA,NA,0,4,429,1,1,1,3,139,"1",1,"LeftTrialProc",412,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6745","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",25,NA,NA,NA,0,4,251,1,1,1,3,145,"1",1,"LeftTrialProc",235,1,1,0,NA,NA,NA,"LeftTrialList",0,1,1
"6749","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",29,NA,NA,NA,0,4,235,1,1,1,3,149,"1",1,"LeftTrialProc",218,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6750","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",30,NA,NA,NA,0,4,291,1,1,1,3,150,"1",1,"LeftTrialProc",274,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6752","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",32,NA,NA,NA,0,4,259,1,1,1,3,152,"1",1,"LeftTrialProc",242,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6757","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",37,NA,NA,NA,0,4,317,1,1,1,3,157,"1",1,"LeftTrialProc",300,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6760","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",40,NA,NA,NA,0,4,234,1,1,1,3,160,"1",1,"LeftTrialProc",218,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6763","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",43,NA,NA,NA,0,4,274,1,1,1,3,163,"1",1,"LeftTrialProc",257,1,1,0,NA,NA,NA,"LeftTrialList",0,1,1
"6768","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",48,NA,NA,NA,0,4,259,1,1,1,3,168,"1",1,"LeftTrialProc",242,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6771","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",51,NA,NA,NA,1,4,234,0,1,3,3,171,"2",1,"LeftTrialProc",217,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"6773","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",53,NA,NA,NA,0,4,197,1,1,1,3,173,"1",1,"LeftTrialProc",180,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6775","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",55,NA,NA,NA,0,4,195,1,1,1,3,175,"1",1,"LeftTrialProc",178,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6777","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",57,NA,NA,NA,0,4,443,1,1,1,3,177,"1",1,"LeftTrialProc",426,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6778","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",58,NA,NA,NA,0,4,219,1,1,1,3,178,"1",1,"LeftTrialProc",202,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6779","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",59,NA,NA,NA,0,4,237,1,1,1,3,179,"1",1,"LeftTrialProc",220,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6784","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",4,NA,NA,NA,0,4,391,1,1,1,4,184,"1",1,"LeftTrialProc",374,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6791","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",11,NA,NA,NA,0,4,247,1,1,1,4,191,"1",1,"LeftTrialProc",231,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6792","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",12,NA,NA,NA,0,4,187,1,1,1,4,192,"1",1,"LeftTrialProc",170,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6794","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",14,NA,NA,NA,0,4,221,1,1,1,4,194,"1",1,"LeftTrialProc",204,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6795","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",15,NA,NA,NA,0,4,194,1,1,1,4,195,"1",1,"LeftTrialProc",177,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6796","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",16,NA,NA,NA,1,4,246,0,1,3,4,196,"2",1,"LeftTrialProc",229,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"6798","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",18,NA,NA,NA,0,4,231,1,1,1,4,198,"1",1,"LeftTrialProc",213,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6801","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",21,NA,NA,NA,0,4,309,1,1,1,4,201,"1",1,"LeftTrialProc",292,1,1,0,NA,NA,NA,"LeftTrialList",0,1,1
"6803","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",23,NA,NA,NA,0,4,302,1,1,1,4,203,"1",1,"LeftTrialProc",285,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6807","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",27,NA,NA,NA,0,4,234,1,1,1,4,207,"1",1,"LeftTrialProc",217,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6808","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",28,NA,NA,NA,0,4,223,1,1,1,4,208,"1",1,"LeftTrialProc",206,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6810","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",30,NA,NA,NA,0,4,399,1,1,1,4,210,"1",1,"LeftTrialProc",382,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6815","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",35,NA,NA,NA,0,4,213,1,1,1,4,215,"1",1,"LeftTrialProc",196,1,1,0,NA,NA,NA,"LeftTrialList",0,1,1
"6817","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",37,NA,NA,NA,0,4,346,1,1,1,4,217,"1",1,"LeftTrialProc",329,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6818","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",38,NA,NA,NA,0,4,227,1,1,1,4,218,"1",1,"LeftTrialProc",210,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6821","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",41,NA,NA,NA,0,4,232,1,1,1,4,221,"1",1,"LeftTrialProc",215,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6827","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",47,NA,NA,NA,0,4,294,1,1,1,4,227,"1",1,"LeftTrialProc",277,1,1,0,NA,NA,NA,"LeftTrialList",0,1,1
"6830","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",50,NA,NA,NA,0,4,298,1,1,1,4,230,"1",1,"LeftTrialProc",281,1,1,0,NA,NA,NA,"LeftTrialList",0,1,1
"6831","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",51,NA,NA,NA,0,4,258,1,1,1,4,231,"1",1,"LeftTrialProc",241,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6837","9",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",57,NA,NA,NA,0,4,261,1,1,1,4,237,"1",1,"LeftTrialProc",244,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"6881","10",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",1,NA,NA,NA,0,4,274,1,0,NA,NA,NA,"1",1,"RightTrialProc",257,1,1,1,2,1,1,"RightTrialList",0,1,NA
"6888","10",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",8,NA,NA,NA,0,4,272,1,0,NA,NA,NA,"1",1,"RightTrialProc",255,1,1,1,2,1,8,"RightTrialList",0,1,0
"6890","10",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",10,NA,NA,NA,0,4,355,1,0,NA,NA,NA,"1",1,"RightTrialProc",338,1,1,1,2,1,10,"RightTrialList",0,1,0
"6891","10",1,41,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",2,1,1,"RightColorList","Blue","SINISEN","sini",11,NA,NA,NA,0,4,304,1,0,NA,NA,NA,"1",1,"RightTrialProc",287,1,1,1,2,1,11,"RightTrialList",0,1,0
